source,product_url,name,brand,price,rating,major_category,subtype,active_tags,function_tags,ingredients_raw,ingredients_list
INCIDecoder,https://incidecoder.com/products/me-bha-toner,ME+ BHA Toner,,,,toner,bha_exfoliator,bha,"acne_control,calming,exfoliating","Aqua, Propylene Glycol, Propanediol, Polysorbate 20, Salicylic Acid, Betaine, Panthenol, Phenoxyethanol, Sodium Hydroxide, Caprylyl Glycol, Allantoin, Disodium EDTA, Salicylic Acid, Salicylic Acid, Salicylic Acid, Panthenol, Allantoin, Sodium Hydroxide, Disodium EDTA, Caprylyl Glycol, Polysorbate 20, Propylene Glycol, Propanediol, Betaine, Panthenol, Caprylyl Glycol, Salicylic Acid, Phenoxyethanol, Aqua, Propylene Glycol, Propanediol, Polysorbate 20","Aqua,Propylene Glycol,Propanediol,Polysorbate 20,Salicylic Acid,Betaine,Panthenol,Phenoxyethanol,Sodium Hydroxide,Caprylyl Glycol,Allantoin,Disodium EDTA,Salicylic Acid,Salicylic Acid,Salicylic Acid,Panthenol,Allantoin,Sodium Hydroxide,Disodium EDTA,Caprylyl Glycol,Polysorbate 20,Propylene Glycol,Propanediol,Betaine,Panthenol,Caprylyl Glycol,Salicylic Acid,Phenoxyethanol,Aqua,Propylene Glycol,Propanediol,Polysorbate 20"
INCIDecoder,https://incidecoder.com/products/kundal-derma-toner,KUNDAL DERMA Toner,,,,toner,toner,ceramide,"barrier_repair,calming,hydrating","Centella Asiatica Extract, Water, Butylene Glycol, Glycerin, Pentylene Glycol, Propanediol, Chondrus Crispus Extract, Chlorella Vulgaris Extract, Saccharum Officinarum (Sugarcane) Extract, Trifolium Pratense (Clover) Extract, Butyrospermum Parkii (Shea) Butter, Olea Europaea (Olive) Fruit Oil, Candida Bombicola/​Glucose/​Methyl Rapeseedate Ferment, Macadamia Integrifolia Seed Oil, 1,2-Hexanediol, Glucose, Fructooligosaccharides, Fructose, Panthenol, Betaine, Ethylhexylglycerin, Allantoin, Hydrogenated Lecithin, Tocopherol, Glycolipids, Ceramide NP, Xanthan Gum, Centella Asiatica Extract, Olea Europaea (Olive) Fruit Oil, Tocopherol, Glycerin, Ceramide NP, Centella Asiatica Extract, Panthenol, Allantoin, Candida Bombicola/​Glucose/​Methyl Rapeseedate Ferment, Butyrospermum Parkii (Shea) Butter, Olea Europaea (Olive) Fruit Oil, Macadamia Integrifolia Seed Oil, Hydrogenated Lecithin, Hydrogenated Lecithin, Centella Asiatica Extract, Butylene Glycol, Glycerin, Pentylene Glycol, Propanediol, Chondrus Crispus Extract, Saccharum Officinarum (Sugarcane) Extract, Glucose, Fructooligosaccharides, Fructose, Panthenol, Betaine, Ethylhexylglycerin, Water, Butylene Glycol, Pentylene Glycol, Propanediol, 1,2-Hexanediol, Candida Bombicola/​Glucose/​Methyl Rapeseedate Ferment, Chondrus Crispus Extract, Xanthan Gum","Centella Asiatica Extract,Water,Butylene Glycol,Glycerin,Pentylene Glycol,Propanediol,Chondrus Crispus Extract,Chlorella Vulgaris Extract,Saccharum Officinarum (Sugarcane) Extract,Trifolium Pratense (Clover) Extract,Butyrospermum Parkii (Shea) Butter,Olea Europaea (Olive) Fruit Oil,Candida Bombicola/​Glucose/​Methyl Rapeseedate Ferment,Macadamia Integrifolia Seed Oil,1,2-Hexanediol,Glucose,Fructooligosaccharides,Fructose,Panthenol,Betaine,Ethylhexylglycerin,Allantoin,Hydrogenated Lecithin,Tocopherol,Glycolipids,Ceramide NP,Xanthan Gum,Centella Asiatica Extract,Olea Europaea (Olive) Fruit Oil,Tocopherol,Glycerin,Ceramide NP,Centella Asiatica Extract,Panthenol,Allantoin,Candida Bombicola/​Glucose/​Methyl Rapeseedate Ferment,Butyrospermum Parkii (Shea) Butter,Olea Europaea (Olive) Fruit Oil,Macadamia Integrifolia Seed Oil,Hydrogenated Lecithin,Hydrogenated Lecithin,Centella Asiatica Extract,Butylene Glycol,Glycerin,Pentylene Glycol,Propanediol,Chondrus Crispus Extract,Saccharum Officinarum (Sugarcane) Extract,Glucose,Fructooligosaccharides,Fructose,Panthenol,Betaine,Ethylhexylglycerin,Water,Butylene Glycol,Pentylene Glycol,Propanediol,1,2-Hexanediol,Candida Bombicola/​Glucose/​Methyl Rapeseedate Ferment,Chondrus Crispus Extract,Xanthan Gum"
INCIDecoder,https://incidecoder.com/products/im-sorry-for-my-skin-relaxing-toner,I'm Sorry For My Skin Relaxing Toner,,,,toner,toner,pha,"calming,hydrating","Water, Butylene Glycol, Glycerin, Trehalose, 1,2-Hexanediol, Betaine, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Polyglutamic Acid, Citric Acid, Diethylhexyl Sodium Sulfosuccinate, Sodium Hyaluronate, Dipropylene Glycol, Bambusa Vulgaris Extract, Centella Asiatica Extract, Allantoin, Panthenol, Gluconolactone, Alpha-Glucan Oligosaccharide, Camellia Sinensis Leaf Extract, Chamaecyparis Obtusa Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Maltodextrin, Lepidium Meyenii Root Extract, Sodium Palmitoyl Proline, Oxygen, Madecassoside, Nymphaea Alba Flower Extract, Houttuynia Cordata Extract, Disodium EDTA, Centella Asiatica Extract, Camellia Sinensis Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Madecassoside, Houttuynia Cordata Extract, Gluconolactone, Curcuma Longa (Turmeric) Root Extract, Glycerin, Sodium Hyaluronate, Centella Asiatica Extract, Allantoin, Panthenol, Camellia Sinensis Leaf Extract, Curcuma Longa (Turmeric) Root Extract, Madecassoside, Houttuynia Cordata Extract, Citric Acid, Gluconolactone, Disodium EDTA, Polyglyceryl-10 Laurate, Diethylhexyl Sodium Sulfosuccinate, Butylene Glycol, Glycerin, Trehalose, Betaine, Polyglutamic Acid, Sodium Hyaluronate, Centella Asiatica Extract, Panthenol, Curcuma Longa (Turmeric) Root Extract, Ethylhexylglycerin, Water, Butylene Glycol, 1,2-Hexanediol, Dipropylene Glycol, Polyglyceryl-10 Laurate, Diethylhexyl Sodium Sulfosuccinate","Water,Butylene Glycol,Glycerin,Trehalose,1,2-Hexanediol,Betaine,Polyglyceryl-10 Laurate,Ethylhexylglycerin,Polyglutamic Acid,Citric Acid,Diethylhexyl Sodium Sulfosuccinate,Sodium Hyaluronate,Dipropylene Glycol,Bambusa Vulgaris Extract,Centella Asiatica Extract,Allantoin,Panthenol,Gluconolactone,Alpha-Glucan Oligosaccharide,Camellia Sinensis Leaf Extract,Chamaecyparis Obtusa Leaf Extract,Curcuma Longa (Turmeric) Root Extract,Maltodextrin,Lepidium Meyenii Root Extract,Sodium Palmitoyl Proline,Oxygen,Madecassoside,Nymphaea Alba Flower Extract,Houttuynia Cordata Extract,Disodium EDTA,Centella Asiatica Extract,Camellia Sinensis Leaf Extract,Curcuma Longa (Turmeric) Root Extract,Madecassoside,Houttuynia Cordata Extract,Gluconolactone,Curcuma Longa (Turmeric) Root Extract,Glycerin,Sodium Hyaluronate,Centella Asiatica Extract,Allantoin,Panthenol,Camellia Sinensis Leaf Extract,Curcuma Longa (Turmeric) Root Extract,Madecassoside,Houttuynia Cordata Extract,Citric Acid,Gluconolactone,Disodium EDTA,Polyglyceryl-10 Laurate,Diethylhexyl Sodium Sulfosuccinate,Butylene Glycol,Glycerin,Trehalose,Betaine,Polyglutamic Acid,Sodium Hyaluronate,Centella Asiatica Extract,Panthenol,Curcuma Longa (Turmeric) Root Extract,Ethylhexylglycerin,Water,Butylene Glycol,1,2-Hexanediol,Dipropylene Glycol,Polyglyceryl-10 Laurate,Diethylhexyl Sodium Sulfosuccinate"
INCIDecoder,https://incidecoder.com/products/kaeso-beauty-toner,Kaeso Beauty Toner,,,,toner,toner,,hydrating,"Aqua (Water), Alcohol Denat, Hamamelis Virginiana (Witch Hazel) Water, Glycerin, Polysorbate 20, Malus Sylvestris (Mallow) Flower Extract, Cucumis Sativus (Cucumber) Extract, Citric Acid, Tetrasodium EDTA, Parfum (Fragrance), Linalool, Geraniol, Citronellol, Amyl Cinnamal, Limonene, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol, Malus Sylvestris (Mallow) Flower Extract, Glycerin, Hamamelis Virginiana (Witch Hazel) Water, Cucumis Sativus (Cucumber) Extract, Alcohol Denat, Citric Acid, Tetrasodium EDTA, Cucumis Sativus (Cucumber) Extract, Polysorbate 20, Glycerin, Parfum (Fragrance), Linalool, Geraniol, Citronellol, Amyl Cinnamal, Limonene, Benzoic Acid, Dehydroacetic Acid, Phenoxyethanol, Aqua (Water), Alcohol Denat, Limonene, Polysorbate 20, Alcohol Denat","Aqua (Water),Alcohol Denat,Hamamelis Virginiana (Witch Hazel) Water,Glycerin,Polysorbate 20,Malus Sylvestris (Mallow) Flower Extract,Cucumis Sativus (Cucumber) Extract,Citric Acid,Tetrasodium EDTA,Parfum (Fragrance),Linalool,Geraniol,Citronellol,Amyl Cinnamal,Limonene,Benzoic Acid,Dehydroacetic Acid,Phenoxyethanol,Malus Sylvestris (Mallow) Flower Extract,Glycerin,Hamamelis Virginiana (Witch Hazel) Water,Cucumis Sativus (Cucumber) Extract,Alcohol Denat,Citric Acid,Tetrasodium EDTA,Cucumis Sativus (Cucumber) Extract,Polysorbate 20,Glycerin,Parfum (Fragrance),Linalool,Geraniol,Citronellol,Amyl Cinnamal,Limonene,Benzoic Acid,Dehydroacetic Acid,Phenoxyethanol,Aqua (Water),Alcohol Denat,Limonene,Polysorbate 20,Alcohol Denat"
INCIDecoder,https://incidecoder.com/products/dr-muller-pharma-sulfaderm-toner,Dr. Müller Pharma Sulfaderm Toner,,,,toner,toner,"aha,niacinamide","brightening,exfoliating","Aqua, Propylene Glycol, PEG-40 Hydrogenated Castor Oil, Sulfur, Sodium Lactate, Sodium PCA, Glycine, Fructose, Urea, Niacinamide, Inositol, Sodium Benzoate, Lactic Acid, Xanthan Gum, Carbomer, Potassium Sorbate, Parfum, Sulfur, Niacinamide, Niacinamide, Lactic Acid, Niacinamide, Sodium PCA, Glycine, Urea, Sulfur, Sodium Lactate, Lactic Acid, PEG-40 Hydrogenated Castor Oil, Propylene Glycol, Sodium Lactate, Sodium PCA, Fructose, Urea, Niacinamide, Inositol, Lactic Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Aqua, Propylene Glycol, PEG-40 Hydrogenated Castor Oil, Xanthan Gum, Carbomer","Aqua,Propylene Glycol,PEG-40 Hydrogenated Castor Oil,Sulfur,Sodium Lactate,Sodium PCA,Glycine,Fructose,Urea,Niacinamide,Inositol,Sodium Benzoate,Lactic Acid,Xanthan Gum,Carbomer,Potassium Sorbate,Parfum,Sulfur,Niacinamide,Niacinamide,Lactic Acid,Niacinamide,Sodium PCA,Glycine,Urea,Sulfur,Sodium Lactate,Lactic Acid,PEG-40 Hydrogenated Castor Oil,Propylene Glycol,Sodium Lactate,Sodium PCA,Fructose,Urea,Niacinamide,Inositol,Lactic Acid,Parfum,Sodium Benzoate,Potassium Sorbate,Aqua,Propylene Glycol,PEG-40 Hydrogenated Castor Oil,Xanthan Gum,Carbomer"
INCIDecoder,https://incidecoder.com/products/skin-doctor-toner,Skin Doctor Toner,,,,toner,toner,aha,"calming,exfoliating,hydrating","Allantoin, Glyceryl Cocoate, Glycol Distearate, Pentylene Glycol, Propylene Glycol, Glycerin, PEG-7, Lactic Acid, Sodium Chloride, Sodium Lactate, Sodium Laureth Sulfate, Propylparaben, Urea, Diazolidinyl Urea, Serine, Sorbitol, Water, Polyquaternium-7, Methylparaben, Avocado Oil, Triethanolamine, Persea Gratissima, Butylphenyl Methylpropional, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Parfum, Cocamidopropyl Hydroxysultaine, Avocado Oil, Lactic Acid, Glycerin, Urea, Serine, Allantoin, Lactic Acid, Sodium Lactate, Triethanolamine, Glyceryl Cocoate, Glycol Distearate, Avocado Oil, Glyceryl Cocoate, Glycol Distearate, Sodium Laureth Sulfate, Pentylene Glycol, Propylene Glycol, Glycerin, PEG-7, Lactic Acid, Sodium Lactate, Urea, Sorbitol, Propylparaben, Butylphenyl Methylpropional, Parfum, Propylparaben, Diazolidinyl Urea, Methylparaben, Pentylene Glycol, Propylene Glycol, PEG-7, Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Disodium Cocoamphodiacetate, Cocamidopropyl Hydroxysultaine, Glycol Distearate, Sodium Chloride, Cocamidopropyl Hydroxysultaine","Allantoin,Glyceryl Cocoate,Glycol Distearate,Pentylene Glycol,Propylene Glycol,Glycerin,PEG-7,Lactic Acid,Sodium Chloride,Sodium Lactate,Sodium Laureth Sulfate,Propylparaben,Urea,Diazolidinyl Urea,Serine,Sorbitol,Water,Polyquaternium-7,Methylparaben,Avocado Oil,Triethanolamine,Persea Gratissima,Butylphenyl Methylpropional,Cocamidopropyl Betaine,Disodium Cocoamphodiacetate,Parfum,Cocamidopropyl Hydroxysultaine,Avocado Oil,Lactic Acid,Glycerin,Urea,Serine,Allantoin,Lactic Acid,Sodium Lactate,Triethanolamine,Glyceryl Cocoate,Glycol Distearate,Avocado Oil,Glyceryl Cocoate,Glycol Distearate,Sodium Laureth Sulfate,Pentylene Glycol,Propylene Glycol,Glycerin,PEG-7,Lactic Acid,Sodium Lactate,Urea,Sorbitol,Propylparaben,Butylphenyl Methylpropional,Parfum,Propylparaben,Diazolidinyl Urea,Methylparaben,Pentylene Glycol,Propylene Glycol,PEG-7,Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Disodium Cocoamphodiacetate,Cocamidopropyl Hydroxysultaine,Glycol Distearate,Sodium Chloride,Cocamidopropyl Hydroxysultaine"
INCIDecoder,https://incidecoder.com/products/kaya-toner,Kaya Purifying Toner,,,,toner,toner,"aha,niacinamide","brightening,calming","Aqua, Niacinamide, Mandelic Acid, Rosa Canina (Rose) Extract, PEG-12 Dimethicone, Diazolidinyl Urea, PEG-40 Hydrogenated Caster Oil, Propylene Glycol, Hamamelis Virginiana (Witch Haze) Extract, Cucumis Sativus (Cucumber) Extract, Fragrance, Allantoin, Methylparaben, Propylparaben, 2-Phenoxyethanol, Niacinamide, Hamamelis Virginiana (Witch Haze) Extract, Niacinamide, Mandelic Acid, Niacinamide, Hamamelis Virginiana (Witch Haze) Extract, Cucumis Sativus (Cucumber) Extract, Allantoin, Mandelic Acid, Hamamelis Virginiana (Witch Haze) Extract, Cucumis Sativus (Cucumber) Extract, PEG-40 Hydrogenated Caster Oil, Niacinamide, Propylene Glycol, Fragrance, Propylparaben, Diazolidinyl Urea, Methylparaben, Propylparaben, 2-Phenoxyethanol, Aqua, Propylene Glycol, PEG-40 Hydrogenated Caster Oil","Aqua,Niacinamide,Mandelic Acid,Rosa Canina (Rose) Extract,PEG-12 Dimethicone,Diazolidinyl Urea,PEG-40 Hydrogenated Caster Oil,Propylene Glycol,Hamamelis Virginiana (Witch Haze) Extract,Cucumis Sativus (Cucumber) Extract,Fragrance,Allantoin,Methylparaben,Propylparaben,2-Phenoxyethanol,Niacinamide,Hamamelis Virginiana (Witch Haze) Extract,Niacinamide,Mandelic Acid,Niacinamide,Hamamelis Virginiana (Witch Haze) Extract,Cucumis Sativus (Cucumber) Extract,Allantoin,Mandelic Acid,Hamamelis Virginiana (Witch Haze) Extract,Cucumis Sativus (Cucumber) Extract,PEG-40 Hydrogenated Caster Oil,Niacinamide,Propylene Glycol,Fragrance,Propylparaben,Diazolidinyl Urea,Methylparaben,Propylparaben,2-Phenoxyethanol,Aqua,Propylene Glycol,PEG-40 Hydrogenated Caster Oil"
INCIDecoder,https://incidecoder.com/products/derma-co-x-dr-v-toner,Derma co x dr v Toner,,,,toner,bha_exfoliator,"bha,niacinamide,peptide","acne_control,anti_aging,brightening,exfoliating,hydrating","Aqua, Glycerin, Niacinamide, Polyglycerin-3, Butylene Glycol, Aloe Vera Extract, Coconut Water, Phenoxyethanol, Ethylhexylglycerin, Salicylic Acid, Xylitol, Glucose, Anhydroxylitol, Phoenix Dactylifera (Date Palm) Extract, Palmitoyl Tripeptide-5, Dextran, Tripeptide-1, Sodium Gluconate, D-Panthenol, Hyaluronic Acid, Citric Acid, Niacinamide, Salicylic Acid, Niacinamide, Palmitoyl Tripeptide-5, Tripeptide-1, Salicylic Acid, Niacinamide, Glycerin, Hyaluronic Acid, Aloe Vera Extract, Salicylic Acid, D-Panthenol, Citric Acid, Sodium Gluconate, Aloe Vera Extract, Glycerin, Niacinamide, Polyglycerin-3, Butylene Glycol, Aloe Vera Extract, Coconut Water, Xylitol, Glucose, Anhydroxylitol, Sodium Gluconate, D-Panthenol, Hyaluronic Acid, Phenoxyethanol, Ethylhexylglycerin, Salicylic Acid, Aqua, Butylene Glycol, Dextran","Aqua,Glycerin,Niacinamide,Polyglycerin-3,Butylene Glycol,Aloe Vera Extract,Coconut Water,Phenoxyethanol,Ethylhexylglycerin,Salicylic Acid,Xylitol,Glucose,Anhydroxylitol,Phoenix Dactylifera (Date Palm) Extract,Palmitoyl Tripeptide-5,Dextran,Tripeptide-1,Sodium Gluconate,D-Panthenol,Hyaluronic Acid,Citric Acid,Niacinamide,Salicylic Acid,Niacinamide,Palmitoyl Tripeptide-5,Tripeptide-1,Salicylic Acid,Niacinamide,Glycerin,Hyaluronic Acid,Aloe Vera Extract,Salicylic Acid,D-Panthenol,Citric Acid,Sodium Gluconate,Aloe Vera Extract,Glycerin,Niacinamide,Polyglycerin-3,Butylene Glycol,Aloe Vera Extract,Coconut Water,Xylitol,Glucose,Anhydroxylitol,Sodium Gluconate,D-Panthenol,Hyaluronic Acid,Phenoxyethanol,Ethylhexylglycerin,Salicylic Acid,Aqua,Butylene Glycol,Dextran"
INCIDecoder,https://incidecoder.com/products/skkn-by-kim-toner,SKKN by Kim Toner,,,,toner,bha_exfoliator,"aha,bha,niacinamide","acne_control,brightening,exfoliating,hydrating","Aqua/​Water/​Eau, Hamamelis Virginiana (Witch Hazel) Water, Ethoxydiglycol, Propanediol, Glycerin, Magnesium Chloride, Niacinamide, Acer Saccharum (Sugar Maple) Extract, Alcohol, Ananas Sativus (Pineapple) Fruit Extract, Anhydroxylitol, Caprylyl Glycol, Carica Papaya (Papaya) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Disodium Phosphate, Ethylhexylglycerin, Glucose, Glycolic Acid, Hydrolyzed Sodium Hyaluronate, Hydroxyethylcellulose, Lactic Acid, Lactobacillus Ferment, Lactobacillus/​Pumpkin Fruit Ferment Filtrate, Leuconostoc/​Radish Root Ferment Filtrate, Myosotis Sylvatica Flower/​Leaf/​Stem Extract, Pentylene Glycol, Polysorbate 20, Polysorbate 60, Pyrus Malus (Apple) Fruit Extract, Saccharum Officinarum/​Sugar Cane Extract/​Extrait De Canne A Sucre, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Sodium Hydroxide, Sodium Phosphate, Sodium Phytate, Vaccinium Myrtillus Fruit Extract, Vitis Vinifera (Grape) Seed Oil, Xylitol, Xylitylglucoside, Benzoic Acid, Salicylic Acid, Niacinamide, Salicylic Acid, Sodium Hyaluronate Crosspolymer, Vitis Vinifera (Grape) Seed Oil, Niacinamide, Glycolic Acid, Lactic Acid, Salicylic Acid, Niacinamide, Glycerin, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Hamamelis Virginiana (Witch Hazel) Water, Ananas Sativus (Pineapple) Fruit Extract, Lactobacillus Ferment, Salicylic Acid, Alcohol, Leuconostoc/​Radish Root Ferment Filtrate, Disodium Phosphate, Glycolic Acid, Lactic Acid, Sodium Hydroxide, Sodium Phosphate, Sodium Phytate, Caprylyl Glycol, Vitis Vinifera (Grape) Seed Oil, Polysorbate 20, Polysorbate 60, Ethoxydiglycol, Propanediol, Glycerin, Niacinamide, Ananas Sativus (Pineapple) Fruit Extract, Anhydroxylitol, Caprylyl Glycol, Glucose, Hydrolyzed Sodium Hyaluronate, Lactic Acid, Pentylene Glycol, Pyrus Malus (Apple) Fruit Extract, Saccharum Officinarum/​Sugar Cane Extract/​Extrait De Canne A Sucre, Sodium Acetylated Hyaluronate, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Xylitol, Xylitylglucoside, Ethoxydiglycol, Ethylhexylglycerin, Lactobacillus Ferment, Leuconostoc/​Radish Root Ferment Filtrate, Benzoic Acid, Salicylic Acid, Aqua/​Water/​Eau, Ethoxydiglycol, Propanediol, Alcohol, Pentylene Glycol, Polysorbate 20, Polysorbate 60, Magnesium Chloride, Alcohol, Hydroxyethylcellulose","Aqua/​Water/​Eau,Hamamelis Virginiana (Witch Hazel) Water,Ethoxydiglycol,Propanediol,Glycerin,Magnesium Chloride,Niacinamide,Acer Saccharum (Sugar Maple) Extract,Alcohol,Ananas Sativus (Pineapple) Fruit Extract,Anhydroxylitol,Caprylyl Glycol,Carica Papaya (Papaya) Fruit Extract,Citrus Aurantium Dulcis (Orange) Fruit Extract,Citrus Limon (Lemon) Fruit Extract,Disodium Phosphate,Ethylhexylglycerin,Glucose,Glycolic Acid,Hydrolyzed Sodium Hyaluronate,Hydroxyethylcellulose,Lactic Acid,Lactobacillus Ferment,Lactobacillus/​Pumpkin Fruit Ferment Filtrate,Leuconostoc/​Radish Root Ferment Filtrate,Myosotis Sylvatica Flower/​Leaf/​Stem Extract,Pentylene Glycol,Polysorbate 20,Polysorbate 60,Pyrus Malus (Apple) Fruit Extract,Saccharum Officinarum/​Sugar Cane Extract/​Extrait De Canne A Sucre,Sodium Acetylated Hyaluronate,Sodium Hyaluronate,Sodium Hyaluronate Crosspolymer,Sodium Hydroxide,Sodium Phosphate,Sodium Phytate,Vaccinium Myrtillus Fruit Extract,Vitis Vinifera (Grape) Seed Oil,Xylitol,Xylitylglucoside,Benzoic Acid,Salicylic Acid,Niacinamide,Salicylic Acid,Sodium Hyaluronate Crosspolymer,Vitis Vinifera (Grape) Seed Oil,Niacinamide,Glycolic Acid,Lactic Acid,Salicylic Acid,Niacinamide,Glycerin,Sodium Hyaluronate,Sodium Hyaluronate Crosspolymer,Hamamelis Virginiana (Witch Hazel) Water,Ananas Sativus (Pineapple) Fruit Extract,Lactobacillus Ferment,Salicylic Acid,Alcohol,Leuconostoc/​Radish Root Ferment Filtrate,Disodium Phosphate,Glycolic Acid,Lactic Acid,Sodium Hydroxide,Sodium Phosphate,Sodium Phytate,Caprylyl Glycol,Vitis Vinifera (Grape) Seed Oil,Polysorbate 20,Polysorbate 60,Ethoxydiglycol,Propanediol,Glycerin,Niacinamide,Ananas Sativus (Pineapple) Fruit Extract,Anhydroxylitol,Caprylyl Glycol,Glucose,Hydrolyzed Sodium Hyaluronate,Lactic Acid,Pentylene Glycol,Pyrus Malus (Apple) Fruit Extract,Saccharum Officinarum/​Sugar Cane Extract/​Extrait De Canne A Sucre,Sodium Acetylated Hyaluronate,Sodium Hyaluronate,Sodium Hyaluronate Crosspolymer,Xylitol,Xylitylglucoside,Ethoxydiglycol,Ethylhexylglycerin,Lactobacillus Ferment,Leuconostoc/​Radish Root Ferment Filtrate,Benzoic Acid,Salicylic Acid,Aqua/​Water/​Eau,Ethoxydiglycol,Propanediol,Alcohol,Pentylene Glycol,Polysorbate 20,Polysorbate 60,Magnesium Chloride,Alcohol,Hydroxyethylcellulose"
INCIDecoder,https://incidecoder.com/products/bassa-tonico,Bassa Toner,,,,toner,toner,,calming,"Bisabolol, Panthenol, Allantoin, Aesculus Hippocastanum Leaf Extract, PEG-40 Castor Oil Hydrogenated, C12-C15 Alkyl Benzoate, Panax Ginseng Root Extract, Chamomile Extract, Propylene 20, Propylene Glycol, EDTA, BHT, Isopropyl Myristate, Aloe Barbadensis Extract, Sodium Hydroxide, Propyl Paraben, Methyl Paraben, Cyclomethicone, Polysorbate 20, Fragrance, Ci 17200, Aqua, Panax Ginseng Root Extract, Chamomile Extract, Bisabolol, Panthenol, Allantoin, Chamomile Extract, Aloe Barbadensis Extract, C12-C15 Alkyl Benzoate, BHT, Sodium Hydroxide, EDTA, Ci 17200, PEG-40 Castor Oil Hydrogenated, C12-C15 Alkyl Benzoate, Panax Ginseng Root Extract, Isopropyl Myristate, Aloe Barbadensis Extract, Cyclomethicone, PEG-40 Castor Oil Hydrogenated, Polysorbate 20, Panthenol, Propylene Glycol, Aloe Barbadensis Extract, Isopropyl Myristate, Propyl Paraben, Fragrance, BHT, Propyl Paraben, Methyl Paraben, Propylene Glycol, Aqua, PEG-40 Castor Oil Hydrogenated, Polysorbate 20, PEG-40 Castor Oil Hydrogenated","Bisabolol,Panthenol,Allantoin,Aesculus Hippocastanum Leaf Extract,PEG-40 Castor Oil Hydrogenated,C12-C15 Alkyl Benzoate,Panax Ginseng Root Extract,Chamomile Extract,Propylene 20,Propylene Glycol,EDTA,BHT,Isopropyl Myristate,Aloe Barbadensis Extract,Sodium Hydroxide,Propyl Paraben,Methyl Paraben,Cyclomethicone,Polysorbate 20,Fragrance,Ci 17200,Aqua,Panax Ginseng Root Extract,Chamomile Extract,Bisabolol,Panthenol,Allantoin,Chamomile Extract,Aloe Barbadensis Extract,C12-C15 Alkyl Benzoate,BHT,Sodium Hydroxide,EDTA,Ci 17200,PEG-40 Castor Oil Hydrogenated,C12-C15 Alkyl Benzoate,Panax Ginseng Root Extract,Isopropyl Myristate,Aloe Barbadensis Extract,Cyclomethicone,PEG-40 Castor Oil Hydrogenated,Polysorbate 20,Panthenol,Propylene Glycol,Aloe Barbadensis Extract,Isopropyl Myristate,Propyl Paraben,Fragrance,BHT,Propyl Paraben,Methyl Paraben,Propylene Glycol,Aqua,PEG-40 Castor Oil Hydrogenated,Polysorbate 20,PEG-40 Castor Oil Hydrogenated"
